30000 60000
26264 21397 36
5761 28183 87
19554 4972 92
11791 25455 99
521 2061 47
20747 18686 99
565 21046 48
21143 29693 11
15079 21105 69
29397 13396 55
161 29117 36
11119 16773 65
28614 5904 50
2655 29105 33
18569 11058 40
18135 9902 22
8408 6562 23
27395 20372 30
17556 28441 10
2634 28743 62
21560 9630 53
29189 16415 64
17381 27604 81
20386 24151 11
19403 7030 40
969 24787 91
28171 3093 54
14067 4733 66
12556 26854 70
20641 21623 92
22961 28008 66
27084 5448 73
214 8119 60
7040 22598 65
22345 3277 66
2440 19963 44
27516 1075 71
7230 10127 59
280 27808 64
94 6292 53
23085 21586 19
3973 3860 52
19126 1845 45
8584 6993 17
18136 11102 40
8943 17037 39
29838 27046 85
21674 10025 68
14365 17114 39
18909 24520 28
29580 23144 56
22886 9296 44
24203 1294 11
25639 28415 47
17453 26553 45
25273 12211 92
4067 19930 58
8182 5256 14
3138 5797 49
26475 17039 19
16160 15458 99
877 25623 25
11582 13799 71
18078 7024 31
19700 6840 33
8503 28692 34
25164 22989 19
24610 9894 68
13029 17070 93
18885 9866 60
6585 24682 21
7348 1921 10
29655 10511 35
15877 25573 93
18074 10159 88
21564 13358 68
20138 22389 94
27205 17170 79
25038 16708 62
20390 9093 67
3702 23526 13
13110 26852 23
16476 27939 37
23014 20739 46
18960 1715 34
12763 26283 42
8268 9140 69
11784 22267 19
24728 25234 60
27871 26747 10
20592 17604 84
9508 17500 62
23591 24821 12
5932 11857 54
7710 22881 63
498 17752 33
19316 654 79
4751 2265 42
16070 5610 83
9268 3609 86
21667 21083 47
2195 8494 26
5862 16890 80
7785 28323 88
13724 23255 88
7881 6042 67
22998 22192 43
1941 14967 61
18985 4591 68
5916 19 64
16207 5276 21
19211 8424 67
9152 26640 11
23525 3428 14
22724 28954 70
4896 7276 58
20912 18404 63
25000 3411 81
2774 9334 70
8203 26942 17
9374 24651 83
444 18052 73
4563 20663 99
10854 17000 89
12380 172 47
10774 13626 14
8554 285 24
28822 511 79
7504 14289 29
22857 9786 51
1680 12923 17
9766 28326 64
16945 29594 57
10943 24262 28
144 15055 29
14762 5393 82
12779 24741 28
26309 27018 10
17342 19687 44
305 26118 32
14045 24427 68
23439 16275 57
17480 11336 29
9104 25180 98
13681 10504 22
23875 1514 64
24339 24327 64
3911 3736 13
17212 25710 31
27249 8893 69
6981 2307 64
3189 23191 36
23837 1854 12
16051 8675 16
13426 2534 29
3691 16126 80
13706 21689 31
18324 1423 67
8753 1448 34
29372 14651 22
22115 29101 74
7034 29185 21
19955 11875 79
1927 29940 13
21645 2785 96
28288 15804 59
7299 27153 52
10728 11148 37
8584 9729 64
6039 22597 64
26825 17171 90
7733 21064 99
18606 13767 66
21805 29362 19
4182 2696 14
11178 19555 58
16120 18602 10
19807 19033 48
9712 4831 90
29569 27492 28
18535 28533 40
17805 22502 24
18572 5115 64
15260 9231 28
13444 6955 100
20796 11467 94
21692 8647 81
26152 8948 45
29821 21939 28
16503 5205 60
29771 15661 62
27934 1518 80
5563 2858 33
6684 7366 98
1794 833 81
9187 20100 23
12423 16311 41
11981 16114 50
8380 27938 45
15627 26111 55
6446 10416 71
25207 3792 14
2740 23386 50
1067 23302 96
19643 29455 56
10524 841 92
13375 16592 68
24805 20791 43
14257 20392 91
7492 3677 98
5997 6473 97
6242 28946 17
1088 21858 10
25341 1495 39
2770 27200 74
18935 15411 20
19230 9285 89
2065 25232 99
12527 5869 83
27050 20216 50
11346 21175 99
16260 25261 62
2748 26587 33
9217 22673 64
7782 15185 59
17572 23822 70
1307 22827 86
11536 28099 21
1345 28899 60
22878 12554 77
26937 27726 65
24015 24124 14
9830 10949 19
14744 24791 99
20450 3268 96
18780 7774 76
5309 16014 23
24055 16040 92
12586 10328 77
4298 23470 38
8049 10963 11
11727 14486 26
9653 21419 77
28654 10712 92
10232 18130 63
16215 21529 58
8472 7272 74
12906 25692 21
8877 9080 88
5134 8327 96
28932 11368 80
22122 328 69
22667 28132 44
19560 7759 16
29583 25845 65
27720 22381 58
5880 8795 45
14339 15525 67
9225 1892 88
25973 9385 19
13889 17688 67
11980 4601 81
28294 25664 17
4595 21577 46
23609 16212 79
937 7137 25
8478 19839 84
17614 17107 94
11595 25332 62
4018 22311 95
15207 27045 89
19593 28533 48
14649 21398 52
18835 17333 39
18200 7270 66
21836 17994 61
20182 26931 64
26107 20039 14
26576 15484 50
6271 13254 35
5927 1499 37
28258 7676 42
27256 13720 46
23351 16644 33
12440 28609 71
23408 2561 57
1119 4713 30
3691 11820 86
13192 25969 14
29469 4151 95
18617 28775 58
12663 819 94
26992 25636 40
24257 29896 67
18438 21949 97
7458 13403 17
18036 5736 74
18323 26580 75
5513 12970 66
25636 14982 69
29174 23486 15
10342 20596 61
17087 21192 93
23244 10087 27
25000 14664 44
12213 5650 26
13096 24355 24
15890 20412 38
16808 29687 51
8508 2495 85
14934 28571 41
7578 8594 16
6830 21818 51
4046 8499 35
27596 8718 86
6686 27479 38
24241 18200 72
19391 1736 29
9626 1376 87
23027 1929 11
4006 1147 43
21825 6876 42
20359 3845 59
18427 23780 36
25600 21337 26
8337 23028 81
4950 13930 48
188 11184 26
10749 5378 66
1095 10211 93
6164 17199 11
24492 5639 39
3939 12757 56
27829 28302 32
20775 26388 53
25285 29721 47
26531 15650 63
19712 2344 91
22424 21885 90
21183 3701 60
13469 8349 13
17620 20458 98
5984 160 14
29095 6964 87
21948 16359 48
3437 18251 66
21323 17683 26
2740 26635 97
18708 19430 41
5717 14750 20
13370 18046 45
28247 6628 35
16382 18761 62
17618 15526 73
29851 16515 95
13597 25862 38
24735 26555 27
19262 9396 16
16155 19052 79
14529 6666 42
20817 20142 89
18103 16535 57
232 29936 58
3726 26215 81
12374 24532 33
19158 12465 40
14236 2131 79
2316 4500 49
11903 24126 31
27967 5165 69
5662 5362 67
19294 6661 86
1983 25833 27
7816 17082 42
17367 14712 33
29729 5887 34
19599 3054 83
20045 21625 24
12544 21155 37
16848 13036 79
21705 7013 21
10464 15647 75
5949 24311 55
22375 18869 28
9400 24463 86
16473 26109 76
19673 27426 47
8128 14639 97
24364 15028 77
17164 18175 98
16694 7687 58
10817 29987 47
24997 18607 23
21359 6851 45
25423 723 97
5241 3121 77
13047 16922 99
8244 24962 67
6146 20899 61
14988 3508 74
14930 7210 17
2960 18852 78
17361 9884 74
5573 21535 18
18156 3275 24
773 24292 69
22605 6558 21
27506 18484 79
28462 160 21
19010 11172 77
14140 6004 51
23186 28731 10
28991 12600 84
7315 5236 71
532 29501 44
173 14233 11
27467 26685 40
4389 10126 36
7492 8851 58
16657 29181 34
6643 11820 12
18370 6613 31
20941 1311 73
19278 15449 24
1707 28424 39
1054 24308 53
14265 28851 12
1726 15030 92
9689 1982 96
18355 13059 57
27329 1531 46
8195 11700 23
5857 28392 44
19469 21959 22
8633 22180 34
14666 24318 19
24737 26989 71
18953 14569 83
27683 26414 95
23347 19876 78
20367 978 21
16955 6028 28
23075 507 93
5622 15630 23
5230 17247 26
13069 29450 74
13049 21537 90
13513 19528 10
2911 15201 80
4554 345 68
15400 22070 92
13918 890 41
15861 6077 18
5679 23418 43
13583 21410 36
20121 2563 21
1177 12070 60
3866 22442 25
16523 24050 30
10518 12905 32
3551 14247 37
8287 22035 100
20364 6772 54
8574 8256 62
7180 25817 83
8240 9740 48
18827 17817 63
6282 3122 88
20534 3731 12
1710 17439 98
8727 4495 20
11590 11536 14
14224 6223 21
3779 5849 34
28120 19465 15
25532 9002 85
4137 20623 69
28704 8282 85
11853 27099 92
10257 26994 96
17353 241 89
27593 24268 73
19424 12088 31
19105 887 49
6711 10145 52
2038 23155 74
1088 20775 47
11037 12742 68
13047 18907 62
9958 12863 20
13536 6582 77
14637 19749 60
11783 17192 26
20436 26708 78
10334 27874 17
4611 10727 73
17932 16004 31
2288 23582 36
133 5106 25
23333 24313 56
29571 588 71
14363 21339 99
6837 181 89
7109 23045 42
2872 22504 26
2354 19061 24
10359 8631 68
16581 1155 100
26311 9275 75
16894 24449 43
2615 12560 63
21191 4712 36
23319 2914 55
794 29320 42
15469 16020 38
1159 23705 90
17281 9420 38
27038 18535 83
21996 14419 37
28091 706 97
22806 22653 51
26513 15472 85
15613 22886 52
11644 19247 30
26082 18970 61
15840 18619 21
5311 26846 69
29360 12697 38
17552 22128 66
11972 28634 10
26789 13723 65
14833 17852 16
3437 4419 26
25071 25080 57
11858 15808 89
18716 4505 22
18578 20926 57
27624 10102 75
26745 25238 63
9811 24332 47
23477 15411 56
16484 23899 34
3492 5414 59
4242 3782 94
6768 8203 57
5686 17390 15
2161 5954 100
23538 14822 12
12891 479 90
24179 12444 14
7654 11472 58
27115 17520 68
29044 13602 83
20599 1188 100
10253 12278 80
26763 2992 96
14376 1758 31
4662 11414 47
4488 8125 23
4889 26746 28
25438 28873 43
26112 8529 20
16175 17751 46
654 11570 93
12687 26600 83
10863 16923 36
11764 13696 38
13576 14518 89
10918 17230 55
29511 29940 14
27370 22377 34
17580 14160 55
15028 3995 85
5550 24459 72
8208 5938 35
28154 16764 76
8742 2136 47
11219 2276 84
12033 7432 79
25940 21398 98
24286 1733 69
4665 14225 33
21260 8339 99
9417 18625 44
5090 17086 59
123 13223 19
18456 19962 38
19197 28207 92
26373 6125 48
14065 6175 25
6604 28948 34
27210 20779 91
11050 11793 37
8355 16419 76
13723 8743 88
10300 15845 58
21190 6053 76
11574 6567 80
7248 29590 30
22574 26523 74
17058 17531 93
16984 6286 49
3486 356 62
12427 28083 94
17273 8333 83
15088 23499 30
10814 22382 10
7921 11845 47
23095 8679 97
15018 18486 39
13250 7989 94
9438 21049 67
21793 6053 52
17785 19892 83
24874 9671 19
12075 3969 100
20606 21899 38
26684 18909 14
7325 15568 43
22414 23553 15
17499 12364 77
13771 12703 71
16796 220 47
15345 20560 12
25074 26796 58
22334 8020 49
11952 14256 67
25470 20268 58
15277 13904 97
576 4361 60
7217 15411 53
4296 17757 16
19021 2534 63
7098 17256 83
11948 11927 69
14736 7613 68
9344 23206 79
28476 4513 35
4998 6769 33
28342 28571 100
11969 6059 48
26185 10586 78
6728 888 65
27015 8524 78
5515 12834 98
5557 28190 41
27132 3708 80
7909 24026 26
20918 7835 10
6061 10785 73
21549 20419 41
14367 8831 66
27983 17823 41
2617 1986 39
20275 11216 60
3846 11746 58
8348 9157 64
3734 18269 72
24034 24858 25
19566 29442 68
27588 12747 84
10507 5213 79
17024 6779 97
1462 18681 53
18059 26417 13
11463 8051 29
24989 22345 75
29192 24665 66
21116 13451 60
10841 2576 14
19295 261 52
5687 1520 17
11172 17960 22
3855 8811 54
4627 5767 81
10183 4129 94
24499 17999 70
23412 5393 40
27830 26510 74
21735 4382 50
7856 21283 93
28473 3548 70
14684 5900 12
18757 11065 63
16631 18767 80
21210 9551 76
11378 21896 65
23705 13946 98
4725 15828 65
1590 23762 73
22966 14130 87
5456 8779 95
19661 4700 41
22064 19861 97
14255 6052 62
16553 5861 12
2553 20339 46
16818 16189 84
17427 21904 92
27134 21744 79
13839 20386 14
18071 23674 45
23106 26828 32
25578 13474 67
26577 15545 83
15653 27831 31
12821 22321 39
7084 24202 44
7108 29642 47
13906 2886 78
11412 20637 35
699 3930 36
26481 22452 89
14951 8039 28
10513 22107 82
18927 21094 76
12909 3147 28
15837 7087 45
8177 1860 98
1329 5693 32
15602 14869 63
7456 13890 13
26733 4618 31
15712 19834 39
28487 6859 60
28862 27275 45
22404 29986 100
9327 19801 17
21324 22270 89
958 3441 15
18434 3067 69
5869 5617 50
13091 3619 90
12196 735 51
16209 5337 40
28087 21706 53
4092 29530 21
7012 28910 78
13674 7292 34
22980 25119 11
29071 10832 58
3919 7673 42
18035 18643 54
24843 15203 75
26185 19664 43
11163 9385 36
12336 2636 71
4672 29428 53
1010 7942 62
2351 23890 66
15095 24493 79
24621 6435 28
19254 19359 41
16014 15321 36
15759 10180 21
4603 15516 98
4269 27955 68
4913 20797 80
9149 10453 98
19391 18668 97
29086 22878 87
28182 23719 34
13005 1642 83
27381 16357 79
12636 22065 54
19528 10703 23
25500 7122 42
15764 13130 76
7165 10178 13
13528 21681 55
26024 11352 22
14221 5329 61
3996 20494 50
793 27681 15
997 18818 84
6414 14982 18
15578 6955 91
13279 10012 68
16648 11580 91
13959 18560 66
18992 20109 44
1597 13383 22
7459 12831 66
10360 527 35
11233 18824 26
8312 28991 93
21305 6568 54
19654 12588 32
8027 1630 18
13670 11969 59
29109 832 43
9161 6256 72
23212 27907 14
20239 24580 24
11482 2079 50
27327 5932 64
19410 16560 48
7055 24737 94
4368 2924 90
17935 3592 38
17106 14736 86
629 9976 73
2286 15193 53
2023 25755 52
1814 29434 56
7893 51 64
22402 24284 45
6250 2187 43
8601 24185 11
29291 28904 36
3758 25027 38
26925 13919 89
14964 15559 58
10948 27039 82
28394 4856 46
24433 15716 28
20603 7774 35
7339 1497 62
19631 16160 18
17868 26109 45
1909 2473 22
57 13209 64
5568 602 59
13541 1157 32
13977 10213 54
9592 8051 66
6112 18996 25
25340 18675 62
2330 20917 70
17537 3541 38
745 27076 64
385 26103 53
21680 416 56
29865 18025 84
7504 23839 87
7263 9173 19
10717 20057 82
7253 4298 66
26973 20314 75
13181 26803 95
29332 28453 44
4623 18115 83
29045 21229 85
26554 19370 98
10049 5828 97
23104 28859 99
18212 3206 82
14160 24756 85
21706 13983 74
1094 18632 49
26604 12725 38
25352 19478 99
23953 13576 92
12547 21351 86
14863 3867 84
27458 23958 39
20514 14701 68
24940 13972 89
28567 24886 92
26364 2850 65
12082 25546 86
17816 21143 15
25601 18858 79
3146 2894 13
24589 24618 22
23296 8121 26
7667 12973 46
10653 25535 86
14411 18542 72
10351 12827 35
28985 27639 47
15934 29351 40
9144 17524 95
3068 5755 57
2312 16445 65
20165 1906 68
4029 28241 49
21827 11756 73
19870 22193 44
1904 28922 77
25729 1640 74
23160 20752 89
17551 4579 41
20612 25475 92
29686 11410 94
24443 4171 42
23203 13991 77
18843 24314 89
12335 21528 30
9653 8858 99
15658 10026 87
7768 18096 31
18313 8419 85
23802 26927 32
11277 19414 35
13657 24499 66
12208 2826 64
18507 17998 31
21482 16641 90
9715 11647 46
27264 2359 10
1694 17542 36
16617 17838 79
22977 1794 28
29644 13144 51
10843 29316 54
17245 1717 69
18208 28146 80
9669 6762 68
760 4968 64
12270 17931 52
23046 20355 90
11810 3350 22
8751 17237 25
15183 24458 61
17012 5079 66
20960 19597 92
2794 8033 56
14606 3839 79
10663 15337 78
26503 5708 20
23260 14659 75
16899 8091 89
13824 12044 83
16527 18461 74
24689 7232 77
25367 19752 45
11076 9082 85
23429 904 25
4108 14871 93
15947 21371 19
27642 23207 44
25880 7002 10
13552 29633 70
16076 24207 35
6890 29108 56
29604 12322 43
11136 23154 40
17342 19106 61
16707 11139 12
26206 60 50
6227 22792 14
18812 27094 92
24108 14087 97
6743 21006 61
29883 27016 20
18559 24335 93
20143 1886 90
2481 15624 91
1277 13209 62
28 11613 68
756 8684 56
7241 29853 75
21763 28100 97
10109 27309 64
24005 18151 52
25848 17919 28
6091 19218 53
23889 8456 71
16569 11235 64
29542 24003 55
25431 18315 74
26571 18137 13
28962 28384 75
186 108 86
14754 19894 61
19928 20115 98
16450 12140 10
504 27948 21
29629 27996 85
1467 8260 98
23219 5555 53
3487 3744 72
11875 9113 60
14526 6234 79
17426 17647 28
17171 9029 49
10277 1479 12
9107 2201 84
1579 12988 18
14742 20143 58
4579 15054 28
11097 335 88
6804 26990 55
20732 29010 86
14720 6304 38
21780 19442 47
24798 21836 58
993 18520 73
28094 7216 12
29674 4896 98
2899 7341 85
5559 10442 40
12399 2329 42
11412 28061 71
22135 22346 10
20520 24553 97
28424 18189 24
12095 13015 28
20962 21006 80
11929 29422 41
25088 11074 42
10 10842 16
29642 5572 77
15992 19835 83
14330 912 84
21028 18871 76
18816 3228 31
22212 23106 16
8156 23429 86
21272 20604 41
6967 29220 13
6394 3785 35
24010 7445 61
6593 11215 52
23591 15439 40
8328 27175 13
28715 12922 76
39 15189 82
26061 25562 81
970 25240 96
22063 12686 37
11825 17673 64
18885 16632 28
25835 9605 14
18627 25657 28
25619 6568 97
7546 9080 76
9482 11525 97
8387 8685 18
27617 29804 68
25969 2045 70
2498 24175 43
12433 29291 17
26637 13512 84
3833 15741 26
893 27276 12
16550 16963 91
21412 11955 82
27651 20307 14
15719 20920 60
10789 22212 84
11477 5097 75
7633 6552 48
13684 20524 69
28045 21067 43
14067 18754 14
27322 9728 58
12897 14226 88
20543 27628 79
15440 4430 37
9552 17948 53
5637 12493 76
8614 4626 17
18928 29143 41
6326 5897 43
27358 8512 25
24488 27485 57
18129 8480 47
589 5266 25
21225 27064 31
6966 15098 82
21888 5049 65
4875 28830 29
1931 23952 18
13702 3652 83
3865 14720 52
18965 17434 84
3608 6919 95
6445 26595 32
21320 9547 66
24636 24134 93
16534 15384 19
12404 17341 90
4373 21561 100
2969 21593 15
19575 12293 89
21759 26200 24
28287 18285 77
19169 24508 36
3897 17583 68
20025 22740 96
13485 1587 84
12255 6540 14
7140 12127 68
7351 13940 50
8127 28129 90
20085 29197 53
11621 1095 76
14863 16081 56
29917 27333 11
16503 17474 95
22734 1 28
1942 1115 38
1093 12598 45
29355 12483 71
27017 20693 76
19781 12387 25
14832 1350 44
29589 1170 88
10507 2876 36
25799 17529 93
6146 21520 84
5315 3455 26
20562 23888 76
6768 16277 42
10092 2179 58
4527 24712 72
27343 29498 11
3931 10578 85
28175 18752 86
4449 26209 37
17472 17501 56
11288 13254 29
20754 25031 28
11212 15125 24
8733 23771 78
27248 19406 35
20897 10433 37
19493 6435 68
12529 28761 80
29250 17599 94
13909 21513 94
19592 27459 35
9296 3873 43
27037 17369 44
27221 13651 69
7333 11134 58
16364 15496 62
12269 17685 73
14229 27049 47
15195 16419 93
13614 21223 35
673 11136 38
17963 3587 41
25265 7413 56
6075 17537 75
27446 17719 72
16920 17827 66
18345 2357 40
19151 1799 26
26038 19701 56
12385 5420 17
8879 22071 51
14203 20784 85
24306 24006 85
10063 19840 30
20889 8706 80
24841 29926 85
1426 10130 56
9253 9312 91
25658 11608 17
20987 10357 89
10730 13131 60
21241 25105 81
10720 5155 16
13247 25981 53
4471 27089 80
25097 2811 41
7120 28865 19
20563 22869 40
6550 24665 14
26071 16322 20
18796 3813 33
11801 20605 54
26999 3604 96
24608 10482 28
28264 880 60
16623 21841 70
5483 19301 54
25774 23582 45
20294 15869 40
16840 11067 53
16463 5150 77
16714 10898 38
23175 9922 45
8603 20179 71
8625 11309 58
2630 18645 71
2363 27250 52
5766 22521 14
2763 5306 74
17267 325 41
19634 16698 27
25448 18399 66
24657 27656 22
15151 9737 70
26364 12698 100
16719 4483 69
930 15880 37
7966 16197 36
18521 6068 55
29389 15780 31
3730 21824 64
12140 15986 61
22635 16414 94
14912 13346 19
2953 13191 33
345 16391 67
27775 15770 17
17603 26249 77
13585 25672 59
28950 8874 89
9449 490 78
2768 8771 73
22831 5618 10
13785 27975 25
1064 28774 65
25586 21659 19
21579 12940 81
8460 20612 94
1675 6918 30
3858 20991 71
14757 3584 82
29113 13692 13
20831 8258 80
6538 29923 90
24413 7395 82
29363 10333 29
5451 5644 71
23713 23913 19
9041 25407 47
18127 8377 25
12767 28864 70
9746 21593 51
11921 19372 92
25999 14467 64
16246 6573 85
14060 4586 51
9844 14719 64
20156 25987 31
27625 28523 65
1871 19909 100
26840 5661 100
27890 22951 54
20174 5900 91
18101 2295 92
24974 21689 74
21216 22347 89
7549 9358 49
26669 14984 64
716 11658 34
1694 5712 19
19772 2678 68
20527 16207 90
1651 20416 57
1180 24963 61
21016 22165 40
14013 16450 71
4132 15044 91
2141 5098 34
14771 6803 76
3904 19063 85
13247 6621 27
9770 14109 72
21759 23352 62
15856 25535 22
3477 5050 58
9870 3470 87
27871 10376 95
5145 15754 43
22284 16974 12
16453 15416 63
21707 18395 56
23465 17728 72
25492 17302 54
1547 15211 27
12669 28429 16
28692 29386 96
3103 6256 80
26955 14729 52
22006 22898 65
5211 17377 32
1951 15965 16
13043 8333 75
5242 11965 32
510 26532 53
577 20975 24
5986 14696 12
6174 16360 17
1789 12450 57
16993 3423 12
5939 2248 50
23421 8054 77
25825 5108 17
22829 12069 26
6011 13477 17
26531 194 50
12177 10374 15
5611 7349 41
15574 25342 79
18548 5383 11
19469 10632 50
29716 11246 65
26660 1671 43
17673 25480 44
9216 14328 24
25059 14624 16
25926 17490 26
16154 3837 65
29807 26237 94
18890 25480 99
7015 28601 23
19546 1031 51
25540 27784 55
10860 22238 84
29491 12407 19
22325 5681 57
13413 23019 68
8121 24769 56
8103 12720 12
22803 25325 22
22468 10842 62
86 17345 95
27029 22320 29
4861 27785 17
9313 3274 33
9760 13940 12
15047 12907 54
22049 6970 69
29505 7628 15
11948 16431 19
15524 5081 98
20455 8186 66
24920 27175 41
25841 21703 46
3667 6316 38
15429 27603 46
23926 17732 14
27488 11574 56
10245 16507 27
9756 4512 57
23962 27655 53
16598 26027 39
2098 16658 72
8909 18148 24
5757 14309 43
4858 18709 48
341 7087 82
28471 12226 38
13179 28147 25
25718 21053 61
10229 10045 73
20776 951 53
2589 10377 99
18899 29020 31
19402 1482 100
7545 8922 89
27738 864 23
12667 13444 52
20378 24050 80
22881 24904 34
19789 22270 77
2642 27424 11
11954 149 17
421 6191 45
29696 20502 91
3149 8332 38
13470 12623 63
20231 11534 69
27850 5430 88
12070 12739 71
21667 22294 75
15213 15700 47
6614 10488 31
20303 4939 11
19716 8304 52
15159 11732 14
23376 4529 65
15933 23883 42
28351 12824 29
18204 6363 67
26099 7528 80
4526 12584 58
28424 11158 46
24050 9151 80
15890 7848 53
23238 8802 45
9449 9890 24
12544 26261 71
18883 11657 78
8643 20192 56
8522 5411 19
17671 17688 61
18141 25122 89
29492 20801 28
25553 14016 17
15861 14356 25
8082 17886 95
7192 26425 53
16498 2832 69
13679 4803 38
5912 17233 64
14894 904 70
646 26082 25
26361 9761 21
25499 23407 49
8297 20607 39
16056 15344 26
29118 22553 38
3627 6269 33
18210 9480 80
22074 23632 83
28677 26174 77
10307 21382 29
13478 22466 84
15870 15538 73
12092 28561 30
16610 20894 81
21946 12565 89
16709 8914 36
7945 29913 58
9843 14485 86
6038 5544 59
17678 22895 59
2482 8007 49
17369 10663 93
4549 27475 43
3596 25114 47
20986 4101 17
19865 24685 74
9358 5853 64
26936 10133 57
18519 14562 25
19875 28734 47
791 26528 94
13358 22268 98
28360 19050 38
12156 4365 45
5105 12560 29
28522 17706 32
23677 13726 83
17659 8332 56
9461 8771 35
17410 2118 74
23361 21173 31
11146 11598 90
3427 15258 60
19367 17410 48
3291 14861 34
19563 23027 17
20820 24093 70
10397 29453 32
2754 12590 24
21600 15023 70
3813 21464 52
10162 4193 98
25884 22450 85
3221 25442 80
16336 12319 62
23958 14500 91
22108 4688 28
11469 23814 15
25231 13773 28
16360 25347 27
27490 17186 29
29425 714 99
15192 14022 82
28275 15704 58
23841 14704 68
3915 18285 75
24618 22321 100
14223 20611 38
28062 5821 64
23783 27601 90
15705 20088 46
20579 3000 37
22716 23562 47
19052 14849 58
7616 15076 10
11881 4307 20
23725 8706 35
7548 26016 98
15243 1540 54
23874 9168 39
3772 26978 37
28134 15785 60
29512 11596 56
2171 5717 56
16287 4982 68
18157 7060 94
12244 21359 41
21837 6798 45
18343 5841 16
4864 18028 36
20512 7900 72
4955 18543 36
17252 5165 27
1042 14619 44
8208 14612 89
10565 25437 29
18668 26111 19
18409 12029 73
13628 4334 19
23474 856 88
3925 18496 53
10204 20563 56
10806 1886 89
17147 21147 33
15754 16793 16
11127 13980 39
7029 8594 87
20713 21460 31
4883 14796 99
18278 12479 85
12496 26997 81
22797 19755 28
15675 16057 11
294 13967 57
26917 9489 23
29574 28809 46
23303 1325 36
16767 26894 55
401 7482 73
26779 11103 97
18968 21790 95
5398 25037 100
24147 6541 39
21022 4966 71
24338 27186 97
29406 28412 14
13883 29696 39
27898 12417 48
1870 20843 67
25392 22545 62
475 13080 75
13496 15612 78
29206 28391 23
25689 15123 30
1853 24207 48
8830 7640 33
19385 24262 73
12909 26607 40
19201 16018 48
4085 5103 46
18076 25369 22
4318 22846 83
10867 29453 82
28143 12586 32
3973 17406 25
13654 17724 10
15422 17997 85
26460 15549 25
4313 2815 76
263 27819 98
3130 6100 92
6389 19651 51
7840 16693 66
4016 28838 65
20600 17662 11
11995 9216 62
29245 16448 16
27576 29156 57
7275 27085 53
22762 24270 96
25750 13107 97
9798 5050 47
13075 14963 83
1795 8039 84
20962 26525 95
22977 2669 75
26308 29322 34
16743 16871 69
10109 3152 75
6939 12840 43
29776 2292 88
4567 26499 74
10315 13887 84
24222 7968 23
25378 22838 61
22910 26212 60
21477 27999 78
1308 17491 46
18330 24378 79
21394 12547 86
15100 14376 21
27241 5571 73
12366 26637 100
18623 9115 93
1971 7291 12
483 27143 65
11027 24245 60
21385 22053 59
21869 2439 83
28903 4656 78
13489 20153 92
22120 14407 34
24985 28911 71
27462 20338 21
4189 16432 23
21755 4258 61
15185 6645 35
6775 27508 61
29850 14827 87
4642 23109 91
25393 5786 69
4045 8963 11
13104 10415 77
20016 20317 98
3297 16450 50
2833 357 81
23549 18192 87
2973 10640 44
1937 29596 39
22541 18230 100
26222 27573 17
12279 15960 76
24862 23244 99
7584 550 54
28938 23370 54
24945 22888 83
17490 3599 85
16564 8009 17
6087 13499 76
18557 18527 91
1077 13189 98
5923 18482 29
19960 24609 11
12972 22948 73
15540 15303 58
4267 22677 79
28889 5146 23
4051 21068 67
25421 13938 81
8109 7120 21
22470 16919 59
12207 2500 96
9679 29145 97
27886 5805 87
22098 21059 64
7466 28442 100
17405 11945 41
791 21873 67
25631 13900 33
15686 1772 89
9507 11287 95
2915 12693 84
12418 3676 50
22117 4412 65
25584 6320 90
21210 11862 98
15114 4794 49
15560 9722 48
12396 18053 60
7342 7432 49
27114 3710 100
4277 11170 39
10319 13290 68
16301 29023 66
15908 28453 100
16590 7496 95
11194 18567 74
4423 24192 15
14541 14384 23
3386 21589 57
20406 13057 19
4411 3065 33
10861 29304 56
29472 4000 71
29746 15847 88
1191 13595 10
6937 26255 66
12100 13412 35
12868 11411 24
14718 23331 18
17896 23002 53
12618 21269 100
27505 15934 96
2956 20062 37
13478 10503 59
13221 14994 99
20481 22534 35
715 16732 13
11551 3832 62
29014 8395 36
19804 856 24
20116 26900 97
29743 1579 73
16565 1652 60
7919 22176 51
25985 7038 27
18193 21972 59
15580 4029 27
3447 1286 79
1109 17892 51
8122 3260 71
27328 20716 49
18678 5211 100
21562 4427 34
21539 10106 59
29676 5443 100
15187 18799 15
24664 13955 56
14719 12085 10
24608 1150 56
28021 29138 40
9163 22299 99
29265 3713 22
14721 15890 45
18939 2962 79
29913 29283 37
16334 12569 19
23634 12196 89
7902 20276 48
253 26101 95
11283 25465 49
18016 29073 45
14425 19823 65
24895 2238 22
28826 11665 58
10314 3356 53
28854 21250 86
5297 18616 63
15575 17655 68
16650 17218 88
4164 16257 34
21575 15615 63
17009 23480 23
7283 15523 70
19491 14556 41
6262 24292 62
18449 23595 66
11167 9914 40
26782 15 55
6590 8465 26
19850 29688 11
18931 8983 65
17543 20325 30
25233 29649 46
29367 6433 13
9490 11069 61
15383 6052 99
15414 19018 83
8986 11939 52
17532 27029 23
10003 19135 58
12059 26900 21
7751 5022 13
25908 13565 84
29391 16355 17
19051 10260 36
23734 7323 67
28935 14702 67
27714 12169 77
3976 18721 84
7789 28300 96
8061 1469 15
29327 24642 15
8538 9926 62
2559 5139 37
25889 11212 75
3520 16391 91
19588 15527 43
17113 1522 67
8889 2471 27
23545 8016 38
20768 7146 91
3451 21153 46
29007 26375 63
13855 8720 34
6942 8507 41
22990 5391 82
25548 9388 87
